30,10;-0,97;0,25;0,00
30,20;-0,94;0,35;0,00
30,30;-0,90;0,44;0,00
30,40;-0,85;0,53;0,00
30,50;-0,79;0,61;0,00
30,60;-0,73;0,69;0,00
30,70;-0,66;0,75;0,00
30,80;-0,58;0,82;0,00
30,90;-0,49;0,87;0,00
31,00;-0,40;0,91;0,00
31,10;-0,31;0,95;0,00
31,20;-0,21;0,98;0,00
31,30;-0,12;0,99;0,00
31,40;-0,02;1,00;0,00
31,50;0,08;1,00;0,00
31,60;0,18;0,98;0,00
31,70;0,28;0,96;0,00
31,80;0,37;0,93;0,00
31,90;0,47;0,89;0,00
32,00;0,55;0,83;0,00
32,10;0,63;0,78;0,00
32,20;0,71;0,71;0,00
32,30;0,77;0,63;0,00
32,40;0,83;0,55;0,00
32,50;0,88;0,47;0,00
32,60;0,93;0,38;0,00
32,70;0,96;0,28;0,00
32,80;0,98;0,19;0,00
32,90;1,00;0,09;0,00
33,00;1,00;-0,01;0,00
33,10;0,99;-0,11;0,00
33,20;0,98;-0,21;0,00
33,30;0,95;-0,31;0,00
33,40;0,92;-0,40;0,00
33,50;0,87;-0,49;0,00
33,60;0,82;-0,58;0,00
33,70;0,76;-0,65;0,00
33,80;0,69;-0,73;0,00
33,90;0,61;-0,79;0,00
34,00;0,53;-0,85;0,00
34,10;0,44;-0,90;0,00
34,20;0,35;-0,94;0,00
34,30;0,25;-0,97;0,00
34,40;0,16;-0,99;0,00
34,50;0,06;-1,00;0,00
34,60;-0,04;-1,00;0,00
34,70;-0,14;-0,99;0,00
34,80;-0,24;-0,97;0,00
34,90;-0,34;-0,94;0,00
35,00;-0,43;-0,90;0,00
35,10;-0,52;-0,86;0,00
35,20;-0,60;-0,80;0,00
35,30;-0,68;-0,74;0,00
35,40;-0,75;-0,67;0,00
35,50;-0,81;-0,59;0,00
35,60;-0,86;-0,50;0,00
35,70;-0,91;-0,42;0,00
35,80;-0,95;-0,32;0,00
35,90;-0,97;-0,23;0,00
36,00;-0,99;-0,13;0,00
36,10;-1,00;-0,03;0,00
36,20;-1,00;0,07;0,00
36,30;-0,99;0,17;0,00
36,40;-0,96;0,27;0,00
36,50;-0,93;0,36;0,00
36,60;-0,89;0,45;0,00
36,70;-0,84;0,54;0,00
36,80;-0,78;0,62;0,00
36,90;-0,72;0,70;0,00
37,00;-0,64;0,77;0,00
37,10;-0,56;0,83;0,00
37,20;-0,48;0,88;0,00
37,30;-0,39;0,92;0,00
37,40;-0,29;0,96;0,00
37,50;-0,20;0,98;0,00
37,60;-0,10;1,00;0,00
37,70;0,00;1,00;0,00
37,80;0,10;0,99;0,00
37,90;0,20;0,98;0,00
38,00;0,30;0,96;0,00
38,10;0,39;0,92;0,00
38,20;0,48;0,88;0,00
38,30;0,57;0,82;0,00
38,40;0,64;0,76;0,00
38,50;0,72;0,70;0,00
38,60;0,78;0,62;0,00
38,70;0,84;0,54;0,00
38,80;0,89;0,45;0,00
38,90;0,93;0,36;0,00
39,00;0,96;0,27;0,00
39,10;0,99;0,17;0,00
39,20;1,00;0,07;0,00
39,30;1,00;-0,03;0,00
39,40;0,99;-0,13;0,00
39,50;0,97;-0,23;0,00
39,60;0,95;-0,32;0,00
39,70;0,91;-0,42;0,00
39,80;0,86;-0,51;0,00
39,90;0,81;-0,59;0,00
40,00;0,75;-0,67;0,00
40,10;0,67;-0,74;0,00
40,20;0,60;-0,80;0,00
40,30;0,51;-0,86;0,00
40,40;0,43;-0,90;0,00
40,50;0,33;-0,94;0,00
40,60;0,24;-0,97;0,00
40,70;0,14;-0,99;0,00
40,80;0,04;-1,00;0,00
40,90;-0,06;-1,00;0,00
41,00;-0,16;-0,99;0,00
41,10;-0,26;-0,97;0,00
41,20;-0,35;-0,94;0,00
41,30;-0,44;-0,90;0,00
41,40;-0,53;-0,85;0,00
41,50;-0,61;-0,79;0,00
41,60;-0,69;-0,73;0,00
41,70;-0,76;-0,65;0,00
41,80;-0,82;-0,57;0,00
41,90;-0,87;-0,49;0,00
42,00;-0,92;-0,40;0,00
42,10;-0,95;-0,31;0,00
42,20;-0,98;-0,21;0,00
42,30;-0,99;-0,11;0,00
42,40;-1,00;-0,01;0,00
42,50;-1,00;0,09;0,00
42,60;-0,98;0,19;0,00
42,70;-0,96;0,28;0,00
42,80;-0,93;0,38;0,00
